,fileslug,id,sf_abstract,tags,title,link
348,S92-045_novel-endothelial-adhesion-molecule,63747,Novel Endothelial Adhesion Molecule for Monocytes   The invention consists of the ability to treat inflammatory and autoimmune disorders by blocking the ablility of endothelial cells ...,Monocyte; Endothelium; Antigen; White blood cell; Immunotherapy; Cytokine; Inflammation; Atherosclerosis; ,Novel Endothelial Adhesion Molecule for Monocytes: L11-CD43,[]
349,S91-095_monoclonal-antibody-for-hypocretin,63746,"Researchers in Prof. Emmanuel Mignot’s laboratory developed a mouse monoclonal antibody to the N-terminal end of the hypocretin-1 protein (Hcrt-1, also known as orexin-A). Hcrt-1 ...",Orexin; Monoclonal antibodies; N-terminus; Protein; Orexin-A; Neuropeptide; Wakefulness; Narcolepsy; Antibody; Sleep disorder; Mutation; ,Monoclonal Antibody for Hypocretin-1,['http://dx.doi.org/10.1016/S0092-8674(00)81965']
350,S91-041_nf-at-transcription-system-for,63745,NFAT-1 protein bound functional sequences of the long terminal repeat of the HIV Type 1. This LTR is known to be stimulated during early T ...,Immunosuppressive drug; NFAT; Long terminal repeat; Diabetes mellitus type 1; T cell; Transfection; Antigen; T-cell receptor; ,NF-AT transcription system for screening of immunosuppressive drugs•The Fgl-5 cell line,[]
351,S91-031_monoclonal-antibodies-dreg-56-dreg,63744,"Monoclonal Antibodies Dreg-56, Dreg-55, Dreg-200, and Dreg-152 Against the Human Homing Receptor Lecam-1  These would be of interest to researchers  interested in understanding the molecular ...",Lymphocyte; Cell adhesion; Lymphoma; Neutrophil granulocyte; Monocyte; Venule; Antibody; Inflammation; Lymph node; Receptor (biochemistry); CD18; Endothelium; ,"Monoclonal Antibodies Dreg-56, Dreg-55, Dreg-200, and Dreg-152 Against the Human Homing Receptor Lecam-1",[]
352,S90-102_rat-antibodies,63743,These cell lines include  monoclonal antibodies for research purposes.  Rat Antibodies (TR310; R1-2; 6C3)  TR301: Specificity - Reacts with Vb 7 TCR bearing T cells. ...,Monoclonal antibodies; T-cell receptor; T cell; Lunar regolith simulant; Phenotype; Lymphocyte; Endothelium; Venule; Lymphocyte homing; Antigen; Flow cytometry; ,Rat Antibodies,[]
353,S90-088_skin-associated-lymphocytes-and,63742,"Skin Associated Lymphocytes and Markers (HECA-452)  The invention consists of the ability to diagnose or treat cutaneous chronic inflammatory disorders by the identification, characterization, modulation, ...",Lymphocyte; Antigen; Monoclonal antibodies; Antibody; ,Skin-Associated Lymphocytes and Markers,[]
354,S89-113_anti-t-cell-receptor-mab-pool-lc4,63741,"LC4 Antibody - monoclonal antibody reactive with the T Cell antigen receptor plus other MABs.  Publications   Journal of Immunology. Vol. 142. 1395-1404. No.4 Feb. 15, ...",Monoclonal antibodies; T-cell receptor; ,Anti-T Cell Receptor MAB Pool - LC4 Antibody,[]
355,S89-025_clones,63740,"Isotype switch variant family with a dansyl-binding specificity: Clones: 27-4,4 IgG1 anti-Dansyl; 27-13 IgG2a anti-Dansyl; 27-35 IgG2b anti-Dansyl; 2774 IgE anti-Dansyl.  Genetic engineered cell lines ...",Immunoglobulin G; Antibody; Lymphocyte; Hybridoma technology; Immunogenetics; ,Clones,[]
356,S87-057_endothelial-molecules-and-the,63739,"Endothelial Molecules and the Control of Leukocyte Extravasation  Tissue-selective endothelial cell molecules involved in the control of leukocyte extravasation, and in particular in tissue-selective lymphocyte ...",Endothelium; Leukocyte extravasation; Lymphocyte homing; Addressin; ,Endothelial Molecules and the Control of Leukocyte Extravasation - MECA-79 and MECA-367,[]
357,S86-094_stromal-cell-lines-that-support,63738,"This is a cell line, AC6.21, from the murine cell line of 6C3Ag^hi phenotype. The cell line supports the proliferation and differentiation of pre-B cells ...",Phenotype; Bone marrow; Stromal cell; Hematopoietic stem cell; Bone; ,Stromal Cell Lines that Support Hematopoiesis in Vitro Via Direct Cellular Interaction and Release of Soluble Mediators,[]
358,S86-042_lssol,63737,"LSSOL is a software package for solving constrained linear least-squares problems and convex quadratic programs (definite or semidefinite), including linear programs.  Dense matrices are assumed ...",Linear least squares (mathematics); Linear programming; Matrix (mathematics); Quadratic programming; Curve fitting; Subroutine; NPSOL; ,Lssol,[]
359,S84-095_antibody-l203,63736,"This L203 antibody may prove useful for research and diagnostic products in the detection of HLA, or on blood cells and/or in blood products such ...",Antibody; ,Antibody L203,[]
360,S83-145_t-cell-antibody-panel-cd-234578,63735,"T-Cell Antibody Panel: CD 2,3,4,5,7,8  Lab designations:  S5.5 (CD2), S5.4 (CD2), S3.4 (CD4), S1.6 (CD5), S1.3 (CD5), S1.1 (CD5), S1.2 (CD5), S1.6 (CD5), S5.3 (CD2), ...",T cell; CD4; CD5 (protein); CD7; CD8; Antibody; Ascites; ,"T-Cell Antibody Panel: CD 2,3,4,5,7,8",[]
361,S83-104_murine-monoclonal-antibody-against,63734,"Murine Monoclonal Antibody Against Human T Cell E-Rosette Receptor (Anti Leu 5 or Anti-CD4)  This anitbody blocks sheep erythrocyte rosetting of human T cells, stains ...",Red blood cell; T cell; Antibody; Multiple myeloma; Hybridoma technology; Monoclonal antibodies; ,Murine Monoclonal Antibody Against Human T Cell E-Rosette Receptor,[]
362,S83-102_murine-monoclonal-antibody-against,63733,"Murine Monoclonal Anitbodies Against Normal Malignant Human T-Cells. (Leu-9)  Lab designation:  SBCV9.1, This hybridoma produces a monoclonal antibody IgG2b against normal and malignant human T ...",T cell; Hybridoma technology; Monoclonal antibodies; ,Murine Monoclonal Antibody Against Normal and Malignant Human T Cells. (Leu-9).,[]
363,S83-075_lsre-1-hybridoma-mel-14,63732,This antibody(MEL-14)  is specific for a single class of lymphocyte surface molecules that appear to mediate recognition of lymph node high endothelial venules and that ...,Antibody; Lymphocyte; Lymph node; High endothelial venules; Lymphocyte homing; Epitope; CD44; Cell adhesion molecule; White blood cell; Cartilage; Protein; Proteoglycan; Glycoprotein; ,LSRE-1 Hybridoma - MEL-14,[]
364,S83-042_npsol,63731,NPSOL is a software package for solving constrained optimization problems (nonlinear programs).  It employs a dense SQP algorithm and is especially effective for nonlinear problems ...,NPSOL; Mathematical optimization; Nonlinear programming; Sequential quadratic programming; Algorithm; Augmented Lagrangian method; Trajectory optimization; Optimal control; Numerical Algorithms Group; ,Npsol,[]
365,S83-007_anti-leu-12-cd19-monoclonal,63730,The 4G7 hybridoma secretes an IgG1 antibody that is specific for normal and malignant B lymphocytes and can be used for the study of B ...,CD19; Hybridoma technology; Immunoglobulin G; Antibody; B cell; Cellular differentiation; ,"Anti-Leu-12 (CD19) Monoclonal Antibody, 4G7",[]
366,S82-068_hybridomas-3b12-an-anti-human,63729,Hybridoma 4H9 can be used as an antileukocyte reagent capable of recognizing T-cell leukemia and distinguishing it from other forms of acute leukemia. Hybridoma 3B12 ...,Hybridoma technology; T cell; ,"Hybridomas 3B12, an Anti-Human Leucocyte Reagent, and Hybridoma 4H9, an Anti-Human T Cell Reagent",[]
367,S82-011_a-monoclonal-antibody-specific-for,63728,Lab designation:  RA3 6B2;  A rat-mouse hybridoma cell line producing a monoclonal IgG2a rat AB which recognizes a B cell specific form of the T200 ...,B cell; Hybridoma technology; Glycoprotein; PTPRC; Immunofluorescence; Plasma cell; Thymocyte; T cell; Spleen; Bone marrow; Lymphoma; ,A Monoclonal Antibody Specific for Mouse and Human B Cells,[]
368,S82-010_a-monoclonal-antibody-specific-for,63727,"A monoclonal antibody specific for the B-220 surface glycoprotein in Mouse (RA3-3A1).  Keywords  diagnostic: antibody, cancer, research tool  Stanford Reference  Docket Number: S82-010  Map/Timeline",Glycoprotein; ,A Monoclonal Antibody Specific for the B-220 Surface Glycoprotein in Mouse,[]
369,S82-008_a-monoclonal-antibody-specific-for,63726,"Lab Designation: RB6 8C5;  A rat-mouse hybridoma cell line producing a monoclonal IgG2b rat AB which recognizes most, if not all, granuloytes and granolucyte precursors ...",Granulocyte; Hybridoma technology; Monoclonal antibodies; Lymphocyte; ,A Monoclonal Antibody Specific For Mouse Granulocytes,[]
370,S79-066_mouse-anti-human-hybridomas-12e7,63725,"12E7 antibody that can be used to diagnose and differentiation of peripheral ectodermal tumors (PNET) and Ewings sarcomas, as well as in therapeutic applications ...",Hybridoma technology; Antibody; Primitive neuroectodermal tumor; Sarcoma; Hematopoietic stem cell transplantation; T cell; ,"Mouse Anti-Human Hybridomas: 12E7, L243, L17F15, L368",[]
371,S79-043_monoclonal-antibodies-to-hla-d,63724,BALB/c mice were immunized with human lymphblastoid B cell lines homozygous for HLA-F locus  genotype. Spleen cells from these mice were then hybridized with ...,Human leukocyte antigen; B cell; Locus (genetics); Monoclonal antibodies; ,Monoclonal Antibodies to HLA-D Region Gene Products,[]
372,S78-017_monoclonal-antibodies-11-6-anti-ig,63723,A method and technique for making specific antibodies for lots of different antigens.  11-6 anti-Ig-5b 11-5 anti-I-A (2) 11-4 anti-H-2Kk 11-3 anti-I-A917) 10-4 anti-Ig-5a H-12 ...,Antigen; ,"Monoclonal Antibodies: 11-6 anti-Ig-5b, 11-5 anti-I-A (2), 11-4 anti-H-2Kk, 11-3 anti-I-A917), 10-4 anti-Ig-5a, H-12 anti-THY 1.2",[]
373,S55-609D_l2g85-mouse-strain,63722,"These L2G85.DBA/1 mice harbor the GAG-luc-eGFP L2G85 transgene.  Homozygous mice are viable and fertile, with widespread expression of firefly luciferase and enhanced green fluorescent protein ...",Transgene; Zygosity; Firefly; Luciferase; Green fluorescent protein; Human cytomegalovirus; Enhancer (genetics); Rabbit; Hybrid (biology); Spleen; Pancreas; Thymus; Bone marrow; Red blood cell; White blood cell; Luciferin; Epidermis (skin); ,L2G85 mouse strain,[]
374,S55-609C_129-gt-rosa-26sor-tml-cag-egfp,63721,"MADM-GG mice are viable with no gross behavioral or observable abnormalities.  Regardless of Cre-recombination, these mice express EGFP as their N- and C-terminal coding sequences ...",Green fluorescent protein; C-terminus; Intron; Mosaic (genetics); Somatic cell; Genotype; Cellular differentiation; ,129-Gt(Rosa)26Sor tml(Cag-Egfp),[]
375,S17-345_mouse-models-nrg-mdx4cv-nrg-sgca,63719,"MRG mdx4Cv: These mdx4Cv/NRG mutant mice are an immune-deficient irradiation resistant model of Duchenne muscular dystrophy (DMD) for transplantation experiments with human cells, such as ...",Dysferlin; Immunodeficiency; Duchenne muscular dystrophy; Induced pluripotent stem cell; Muscular dystrophy; ,"Mouse Models: NRG mdx4Cv, NRG Sgca, NRG Dysf",[]
376,S17-276_device-for-suturing-tissue-to-close,63714,Stanford researchers have designed a non-arterial contact medical device that deploys a fascial suture for large bore femoral access closure. Large bore femoral access is ...,Fascia; Surgical suture; Invasiveness of surgical procedures; Vascular surgery; Percutaneous; Arteriotomy; Femoral triangle; Femoral artery; Stenosis; Artery; Thrombosis; Embolization; ,Device For Suturing Tissue To Close Defects,[]
377,S17-259_multicomponent-oral-therapy-to,63712,Stanford researchers have developed a multicomponent oral therapy for treating Alzheimer’s Disease (AD). AD is a progressive neurodegenerative disease that involves the assembly of amyloid-beta ...,Neurodegeneration; Beta amyloid; Peptide; Fibril; cathelicidin; Gene expression; Generally recognized as safe; Bioavailability; ,Multicomponent oral therapy to treat Alzheimer’s Disease,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC561189']
378,S17-252_stable-low-cost-high-performance,63711,"Researchers in Prof. Evan Reed’s laboratory have discovered a high performance, low-cost material that could be used as a solid-state lithium electrolyte to improve battery ...",Ceramic; Electrolyte; Solid; Lithium; Energy density; Machine learning; Ionic conductivity (solid state); Phase transition; Transition metal; Lithium-ion battery; ,"Stable, low-cost, high-performance ceramic material for solid state electrolyte in lithium batteries",['https://news.stanford.edu/2016/12/15/no-burning-batteries-stanford-scientists-turn-ai-create-safer-lithium-ion-batterie']
379,S17-248_therapeutic-targets-to-limit-high,63710,"Researchers in Dr. Michelle Monje-Deisseroth’s lab at Stanford have recently identified therapeutic targets for drug development to limit the spread of high-grade gliomas (HGGs).  HGGs, ...",Glioma; Drug development; Glioblastoma multiforme; Brain; Prognosis; Subventricular zone; Pleiotrophin; Chemotaxis; Cell migration; Protein; ,Therapeutic targets to limit high-grade glioma spread,"['http://www.sciencedirect.com/science/article/pii/S00928674173082', 'http://dx.doi.org/10.1016/j.cell.2017.07.01']"
380,S17-239_project-wayfinder-navigation,63709,Project Wayfinder is a project born at the Stanford d.school to help high school students develop a sense of meaning and purpose. Our core curriculum ...,Wayfinding; ,Project Wayfinder Navigation Toolkit,[]
381,S17-215_fast-uniform-reversible,63708,Researchers in Prof. Michael McGehee’s laboratory have developed a glass architecture that employs reversible metal electrodeposition for fast-switching smart windows with high contrast ratio and ...,Electrophoretic deposition; Electroplating; Smart glass; Contrast ratio; Electrode; Coating; Voltage; Transition metal oxides; Electrochromism; Aerospace; Optoelectronics; Vacuum deposition; Gel; Electrolyte; Contrast (vision); ,"Fast, Uniform, Reversible Electrodeposition for Large Scale Energy-efficient Dynamic Glass","['http://news.stanford.edu/2017/08/10/smart-windows-darken-lighten-fas', 'http://www.cell.com/joule/fulltext/S2542-4351(17)30001']"
382,S17-208_optimization-of-the-topology-and,63706,Stanford researchers have created software to facilitate the design of 2D steel truss and frame structures for buildings and civil infrastructure.The software helps with the ...,Mathematical optimization; ,Optimization of the Topology and Sizing of Two-dimensional Steel Frame Structures to Minimize Cost,[]
383,S17-207_stable-lithium-ion-battery,63705,"Stanford researchers have developed various high ionic conductivity thin films (LiAlO 2 , LiAlF 4 ) to stabilize lithium ion battery electrodes without sacrificing power ...","Lithium; Ionic conductivity (solid state); Thin film; Lithium-ion battery; Electrode; Power density; Electrolyte; Energy density; Cathode; Transition metal oxides; Ampere-hour; Atomic layer deposition; Ion; Lithium cobalt oxide; Zhiyi; Yongji, Shanxi; Nanoparticle; ",Stable Lithium Ion Battery Electrodes via Interfacial Layers,"['http://pubs.acs.org/doi/abs/10.1021/acsnano.7b025', 'https://link.springer.com/article/10.1007/s12274-017-1588']"
384,S17-199_vertical-axis-wind-turbine-vawt,63704,Stanford researchers have designed a bearing support system that enables vertical-axis wind turbines (VAWT) to be operated at lower cost and with higher reliability than ...,Vertical axis wind turbine; Wind turbine; Destructive testing; Wind tunnel; Greenhouse gas; ,Vertical-axis wind turbine (VAWT) with multi-point bearing support,['https://news.stanford.edu/2017/11/17/winds-change-vertical-axis-turbine']
385,S17-167_stretchable-self-healing-polymeric,63702,"Stanford researchers at the Bao Lab have developed a new self-healing polymer system which employs metal−ligand (Fe2+, Zn2+-bipyridine) interactions.  These stretchable self-healing polymeric dielectrics are ...",Polymer; Ligand; Dielectric; Flexible electronics; Polydimethylsiloxane; Room temperature; ,Stretchable Self-Healing Polymeric Dielectrics Crosslinked Through Metal-Ligand Coordination,['http://dx.doi.org/10.1021/jacs.6b024']
386,S17-163_phase-change-nanoparticles-for,63701,Stanford researchers at the Airan Lab have developed a new method for robust and spatiotemporally precise non-invasive neuromodulation that could transform both basic and clinical ...,Nanoparticle; Neuromodulation (medicine); Peripheral nervous system; Lipophilicity; Propofol; Deep brain stimulation; Radiosurgery; ,Phase-change nanoparticles for neuromodulation,"['http://pubs.acs.org/doi/abs/10.1021/acs.nanolett.6b035', 'http://dx.doi.org/10.1126/science.aao12']"
387,S17-133_all-solid-state-lithium-metal,63700,"Stanford researchers at the Cui Lab have adopted for the first time, a 3D porous lithium (Li) metal anode and flowable interphase to construct an ...",Anode; Electrode; Electric current; Fuel cell; Lithium iron phosphate battery; Ampere-hour; Electrolyte; Polymer; Ceramic; Energy density; Power density; ,All-solid-state lithium metal battery based on three-dimensional structural design,['http://web.stanford.edu/group/cui_group/papers/Dingchang_Cui_NATNANO_Review_2017.p']
388,S17-109_compact-power-and-thruster-system,63696,Engineers from Stanford and the Australian National University have developed a robust micro electric propulsion system to maneuver miniature satellites (CubeSats) and thereby extend their ...,CubeSat; Low Earth orbit; Power electronics; Drag (physics); Radio frequency; Printed circuit board; Plasma (physics); Orbital station-keeping; Power inverter; Impedance matching; Power strip; Inductor; Vacuum chamber; Voltage; Transformer; ,Compact Power And Thruster System for Small Satellites,['https://www.frontiersin.org/articles/10.3389/fphy.2017.00036/fu']
389,S17-089_mrp8-cre-ires-gfp-mrp8cretg,63693,"Mice hemizygous for the MRP8-Cre-ires/GFP transgene are viable and fertile, with the human S100 calcium binding protein A8 (calgranulin A) (MRP8 or S100A8) promoter directing ...",Green fluorescent protein; Zygosity; Transgene; S-100 protein; Protein; Calgranulin; S100 calcium binding protein A8; Messenger RNA; Cre recombinase; Granulocyte; Macrophage; Gene; Internal ribosome entry site; Pronucleus; C57BL/6; Oocyte; ,"MRP8-Cre-IRES/GFP,Mrp8creTg",[]
390,S17-082_treating-malignant-pediatric-brain,63692,Researchers at Stanford have developed methods of using and administering anti-CD47 agents to treat malignant pediatric brain tumors.  These tumors have high morbidity and mortality ...,Brain tumor; Glioblastoma multiforme; Intellectual disability; Glioma; Immunotherapy; CD47; Receptor (biochemistry); Cerebrospinal fluid; Continuous delivery; Macrophage; Immune system; Xenotransplantation; Medulloblastoma; Tumor; Prostaglandin; Antibody; ,Treating Malignant Pediatric Brain Tumors Using Anti-CD47 Agents,"['http://dx.doi.org/10.1126/scitranslmed.aaf29', 'https://med.stanford.edu/news/all-news/2017/03/antibody-fights-pediatric-brain-tumors-in-preclinical-testing.ht']"
391,S17-075_alloyed-halide-double-perovskites,63691,Solar cells containing halide perovskite absorbers have shown large improvements in power conversion efficiency over the last eight years and now exceed 20%. This makes ...,Solar cell; Silicon; Cadmium telluride; Band gap; Electronvolt; Carrier generation and recombination; Charge carrier; Multijunction photovoltaic cell; Methane; Business telephone system; Fluorescence; Perovskite (structure); ,Alloyed halide double perovskites as solar-cell absorbers,"['http://pubs.acs.org/doi/abs/10.1021/jacs.7b016', 'http://pubs.acs.org/doi/abs/10.1021/jacs.5b132', 'http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220180277696%22.PGNR.&OS=DN/20180277696&RS=DN/201802776']"
392,S17-060_assembly-of-functionally-integrated,63690,"Stanford inventors have created a 3D spheroid model of brain development. Specifically, they use patient iPSCs to create spheroid models of&nbsp;the ventral forebrain (hSS), ...",Inhibitory postsynaptic potential; Gamma-Aminobutyric acid; Neuron; Glutamic acid; Histology; Protein; Interneuron; Cerebral cortex; Neurodevelopmental disorder; Mutation; Saltation (biology); Dendrite; Action potential; Neurodegeneration; Genetic testing; Phenotype; Green fluorescent protein; Nucleokinesis; CXCR4; Cell migration; Receptor antagonist; Plerixafor; Student's t-test; Control key; Analysis of variance; Nimodipine; Spheroid; Schizophrenia; ,Assembly of Functionally-Integrated Forebrain Spheroids from Human Pluripotent Stem Cells to Study Development and Disease,"['https://www.nature.com/nature/journal/vaop/ncurrent/full/nature22330.ht', 'http://www.npr.org/sections/health-shots/2017/04/26/525705550/minibrains-in-a-dish-shed-a-little-light-on-autism-and-epilep', 'http://med.stanford.edu/news/all-news/2017/04/scientists-assemble-working-human-forebrain-circuits-in-lab-dish.ht', 'https://www.nimh.nih.gov/news/science-news/2017/human-forebrain-circuits-under-construction-in-a-dish.sht', 'https://www.mqmentalhealth.org/news-blog/post/mq-funded-researchers-create-3d-brain-circuits-in-a-dish-providing-a-pioneering-new-way-to-understand-the-brain-and-mental-illne', 'http://scopeblog.stanford.edu/2017/04/26/brain-in-a-bottle-not-quite-but-watching-the-human-brain-develop-in-a-dish-is-a-big-first-ste']"
393,S17-056_spark-a-method-to-detect-protein,63689,"Stanford researchers have developed Specific Protein Association tool giving transcriptional Readout with rapid Kinetics, SPARK (also referred to as PPI-FLARE), a method to provide ...",Protein–protein interaction; Gene expression; Signal transduction; Protein; Signal-to-noise ratio; Reporter gene; Fluorescence; Luciferase; Protease; Transcription factor; G protein-coupled receptor; Protein A; Agonist; Adrenergic receptor; Motilin; Receptor (biochemistry); Dopamine receptor D1; Dopamine receptor D2; Neuromedin B receptor; Arginine vasopressin receptor 2; Vasopressin; Functional genomics; Ligand (biochemistry); Preprint; Molecular mass; ,SPARK- a method to detect protein-protein interactions,['http://dx.doi.org/10.7554/eLife.302']
394,S17-047_low-power-and-low-cost-coherent,63687,Stanford researchers have developed a low-power coherent optical receiver for high-speed data transmission between or within data centers.  The receiver architecture uses electrical phase-locked loop ...,Phase-locked loop; Analog-to-digital converter; ,Low Power and Low Cost Coherent Optical Receiver,['http://ieeexplore.ieee.org/document/803618']
395,S17-025_non-immunogenic-destabilizing,63686,Stanford researchers have developed methods of regulating protein stability using destabilizing domains (DDs) optimized for use in humans.  The ability to control the abundance of ...,Gene therapy; Endogeny; Gene expression; Fusion protein; ,Non-immunogenic Destabilizing Domains,[]
396,S16-460_passive-mri-guided-tracking-of,63683,"MR-guidance for biopsy procedures features high intrinsic soft-tissue contrast. However, artifacts induced by the metallic needle such as signal void and distortions can reduce the ...",Stainless steel; ,Passive MRI-guided tracking of metallic objects using artifact-reduced imaging with selective excitation,[]
397,S16-458_antibody-conditioning-regimen-to,63681,A team of Stanford scientists has developed a cocktail of monoclonal antibodies that could reduce adverse side effects in recipients preparing for stem cell transplants ...,Hematopoietic stem cell transplantation; Monoclonal antibodies; Chemotherapy; Radiation therapy; Hematopoietic stem cell; Major histocompatibility complex; Antibody; Aplastic anemia; Sickle-cell disease; Chimera (genetics); Recombinant DNA; Organ transplantation; Lymphoma; Hematologic disease; Immunosuppression; Immune system; Haplotype; ,Antibody conditioning regimen to expand bone marrow and stem cell transplants,[]
398,S16-453_efficient-homologous-recombination,63679,Researchers at Stanford have developed methods to overcome the limited packaging capacity of adeno-associated virus (AAV) vectors and enable their use in integration of large ...,Homologous recombination; Transgene; Adeno-associated virus; Transduction (genetics); Homology (biology); Genome; CRISPR; DNA; Vector (molecular biology); T cell; Progenitor cell; Gene therapy; Genetic disorder; Mutation; Gene; Duchenne muscular dystrophy; Dystrophin; Factor VIII; Cystic fibrosis; Cystic fibrosis transmembrane conductance regulator; Transfection; ,Efficient homologous recombination of large transgenes using AAV donor vectors,['http://www.cell.com/cell-reports/abstract/S2211-1247%2817%2930895']
399,S16-418_broadband-polarization-independent,63671,Stanford researchers have developed a new approach to suppress reflection and achieve near-unity light transmission in silicon-based solar cells. This technology can replace traditional anti-reflection ...,Anti-reflective coating; Solar cell; Nanostructure; Polarization (waves); Solar cell efficiency; Scanning electron microscope; Gallium arsenide; Image sensor; Concentrated solar power; ,"Broadband, polarization-independent, omnidirectional, metamaterial-based antireflection coating for solar cells",[]
400,S16-416_prognostic-biomarker-for,63670,Researchers at Stanford have developed methods to predict patient responsiveness to anti-CD47 immunotherapy.  CD47 is expressed at low levels on cells and serves as an ...,Immunotherapy; CD47; Immune system; Biomarker; Metastasis; ,Prognostic Biomarker for Responsiveness to Anti-CD47 Immunotherapy,[]
401,S16-414_isap-a-pcr-based-method-for-isotype,63668,"Stanford researchers have developed a PCR-based method that detects disease-relevant, isotype-specific antibodies and can be used to diagnose allergy.  Allergy is a prevalent immune hypersensitivity ...",Athens-Piraeus Electric Railways; Antibody; Hypersensitivity; Assay; Immunoglobulin G; Skin allergy test; Peanut allergy; Inflammation; Basophil granulocyte; AIDS Drug Assistance Programs; HIV; ,ISAP- a PCR-based method for isotype-specific antibody detection,"['http://dx.doi.org/10.1016/j.jaci.2017.03.05', 'http://www.pnas.org/content/early/2018/01/12/17110041']"
402,S16-411_quantitative-mri-perfusion,63667,Researchers in Dr. Daniel Rubin’s laboratory have developed a software system from MRI glioblastoma multiform (“GBM”) perfusion images to identify patients that are likely to ...,Magnetic resonance imaging; Perfusion; Glioblastoma multiforme; Phenotype; Angiogenesis; ,Quantitative MRI perfusion signature that predicts treatment response in glioblastoma to anti-angiogenic therapy,['https://doi.org/10.1093/neuonc/now270']
403,S16-407_scaffold-reinforced-perovskite,63666,"Stanford researchers have for the first time, demonstrated the use of scaffolding to increase the mechanical and chemical stability of perovskite solar cells.  This robust, ...",Solar cell; Thin film; Fracture toughness; Diffusion; Chemical compound; Cadmium telluride; Copper indium gallium selenide; Organic solar cell; Electrode; Anti-reflective coating; Photolithography; Inkjet printing; Screen printing; ,Scaffold-reinforced perovskite compound solar cells,['http://dx.doi.org/10.1039/C7EE0218']
404,S16-403_algebraic-reconstruction-method-for,63664,Stanford researchers have designed a method to perform an off-resonance corrected MRI reconstruction by modeling the off-resonance terms as part of the image encoding process. ...,Eddy current; Magnetic resonance imaging; Functional magnetic resonance imaging; ,Algebraic reconstruction method for off-resonance and eddy-current correction in functional and diffusion weighted magnetic resonance imaging,[]
405,S16-400_mass-spectrometry-imaging-for,63663,"Researchers in Prof. Richard Zare’s laboratory have developed a fast, accurate mass spectrometry technique for distinguishing an individual’s gender, age or ethnicity based on the ...",Mass spectrometry; Desorption; Electrospray ionization; Spectroscopy; Fingerprint; Lipid; Machine learning; Gradient boosting; Pixel; Red blood cell; Algorithm; Cystic fibrosis; Cardiovascular disease; ,Mass Spectrometry Imaging for Enhanced Fingerprint or Sweat Analysis,['http://dx.doi.org/10.1021/acs.analchem.6b044']
406,S16-397_super-fast-two-phase-chemical,63662,"Researchers in Prof. Richard Zare’s laboratory have developed a simple, low-cost method for performing fast, high-yield liquid-liquid two-phase synthesis using microdroplets instead of phase-transfer catalysts ...",Phase-transfer catalyst; Catalysis; Aerosol; Microreactor; Pharmaceutical drug; Polymer; Aldehyde; Ketone; Sodium hypochlorite; Acetic acid; Ester; Transesterification; Carbene; Nucleophilic substitution; Epoxide; ,Super-Fast Two-Phase Chemical Synthesis without Phase Transfer Catalysts,"['http://pubs.rsc.org/en/content/articlelanding/2018/sc/c8sc01580e#!divAbstra', 'http://dx.doi.org/10.1002/anie.2016123']"
407,S16-396_flare-a-sensor-of-coincident,63661,"Stanford inventors have&nbsp;created FLARE, a technology for quantifying and/or controling neuronal activity in vitro and in vivo. &nbsp;Specifically, the system connects the&nbsp;simultaneous ...",Gene expression; Fluorescence; Opsin; Neuron; Mouse; HEK 293 cells; CD4; GAL4/UAS system; Protein; Transcription factor; Watt; Duty cycle; Virus; Motor cortex; ,FLARE- A sensor of coincident calcium and light for detecting and controlling neuronal activity via a transcriptional output,"['https://www.nature.com/nbt/journal/vaop/ncurrent/full/nbt.3909.ht', 'http://scopeblog.stanford.edu/2017/06/26/new-method-could-take-a-snapshot-of-the-whole-brain-in-actio', 'https://news.mit.edu/2017/new-tool-offers-snapshots-neuron-activity-06']"
408,S16-392_atlas-a-precision-medicine-search,63659,"Researchers in Prof. Nigam Shah’s laboratory have developed ATLAS (Advanced Temporal Language Aided Search), a fast and powerful health informatics search engine to enable high-throughput ...",Evidence-based medicine; Health informatics; Web search engine; Electronic health record; Query language; Boolean algebra; Clinical trial; ,ATLAS – a precision medicine search tool for rapidly analyzing medical records,"['https://med.stanford.edu/news/all-news/2015/10/the-promise-of-personalizing-medical-practice-guidelines-in-real-time.ht', 'http://content.healthaffairs.org/content/33/7/1229.abstra']"
409,S16-376_ultrafast-scalable-fabrication-of,63657,Stanford researchers have developed a new way to deposit robust and efficient photoactive perovskite materials in open-air and at rapid linear processing rates in excess ...,Perovskite; Ultrasound; Plasma (physics); Thin film; Metal-halide lamp; Roll-to-roll processing; Annealing (metallurgy); Spin coating; Tetrachloroethylene; Ferroelectricity; Superconductivity; Ionic conductivity (solid state); Raw image format; Fracture toughness; Thermal cycler; Precipitation (chemistry); Silicon; ,"Ultrafast, scalable fabrication of mechanically robust perovskite films",[]
410,S16-374_versatile-reliable-modular-upgrade,63656,"Stanford researchers have designed a drop-in method to upgrade microscopy  systems that increases field of view (FOV). Using electro-optical gratings and integrated software, Stanford researchers ...",Field of view; Camera phone; ,"Versatile, Reliable, Modular Upgrade for Increasing Imaging Field of View",[]
