,fileslug,id,sf_abstract,tags,title,link
70,S17-024_device-for-monitoring-environmental,240742,Researchers at Stanford have developed a device to monitor environmental exposure in personal (wearable) or public (stationary) settings.  Human health can be viewed as the ...,,Device for Monitoring Environmental Exposures,"['https://patentscope.wipo.int/search/docs2/pct/WO2018195401/pdf/jVKJZpVK3I8gHCvQ7w653LmFGAEP9V-PZf0EbCGlGahdMBgGMFJxul5isC-KBAbXFV3_QTRcm4XahTvoitF_FY4Lj5VIpQNcIl1ZEZFnW4I_sRBLyPQt1SOjJXrnz59l?docId=id00000044590786&psAuth=4dfhoY0BEkU9HP073KNK1zYbLlqQrJY2fnf_uxi5m', 'https://www.cell.com/action/showPdf?pii=S0092-8674%2818%2931121']"
71,S17-171_fast-biotin-ligase-for-proximity,240737,"Researchers in Prof. Paul Khavari’s laboratory have engineered a small, fast biotin ligase enzyme to perform proximity labeling in living cells on a timescale as ...",,Fast biotin ligase for proximity labeling in living cells to study RNA-protein interactions and other interactions,['http://dx.doi.org/10.1038/nmeth.46']
72,S18-315_airway-visualization-system,240734,Stanford researchers designed a system to enable x-ray visualization of the tracheobronchial tree to aid the physician in guiding endoscopic tools in the pulmonary tract. ...,,Airway visualization system,['https://onlinelibrary.wiley.com/doi/abs/10.1111/wrr.126']
73,S17-420_simple-blood-test-to-accurately,240726,"Stanford researchers have developed an inexpensive, non-invasive test that can accurately predict gestational age and time to delivery of a human fetus using a simple ...",Gestational age; ,Simple blood test to accurately determine gestational age and time to delivery,[]
74,S18-008_rational-design-of-redox-mediator,240725,Stanford researchers in Zhenan Bao and Yi Cui’s labs have developed an organic redox mediator that could make Lithium Sulfur batteries charge faster with less ...,Redox; ,Rational design of redox mediator for fast and energy-efficient charging of sulfur cathodes,[]
75,S18-242_passive-overspeed-protection-for,240723,"Stanford researchers have developed passive, overspeed control for vertical-axis wind turbines (VAWTs) by adding avian inspired flexible flaps to the turbine blades. VAWTs can provide ...",Wind turbine; ,"Passive, Overspeed Protection for Vertical Axis Wind turbines",[]
76,S13-195_3d-printed-smartphone-lens-adapters,240707,"Stanford researchers have designed and prototyped an inexpensive, compact and easy-to-use smartphone lens mount for the capture of high quality photographs and videos of the ...",3D printing; Posterior segment of eyeball; Ophthalmoscopy; ,3D printed smartphone lens adapters for mobile anterior and posterior segment ophthalmoscopy,"['http://www.journalmtm.com/2014/3d-printed-smartphone-indirect-lens-adapter-for-rapid-high-quality-retinal-imagin', 'http://med.stanford.edu/news/all-news/2014/03/smartphones-become-eye-phones-with-low-cost-devices-developed-by-ophthalmologists.ht']"
77,S17-417_systemic-targeting-of-inflammatory,240706,Stanford inventors have developed a mesenchymal stem cell-based gene therapy that can target the inflammatory environment and secrete immunomodulatory cytokines.  The model has been demonstrated ...,Immunotherapy; Antigen; ,Systemic targeting of inflammatory sites and enhanced immunomodulatory function by introducing the chimeric antigen receptor (CAR) into mesenchymal stem cells for inflammatory and autoimmune diseases,[]
78,S18-099_engineering-stable-interfaces-for,240705,Stanford researchers at the Yi Cui Lab have designed and synthesized 3D electrodes using Atomic Layer Deposition (ALD) coated hollow carbon spheres (HCS) which can ...,Anode; ,Engineering stable interfaces for 3D lithium metal anodes,['http://dx.doi.org/10.1126/sciadv.aat516']
79,S17-150_novel-ligands-with-affinity-for,240696,"Researchers at Stanford have discovered new, chemically distinct opioid receptor ligands that may be used to develop safer opioid therapeutics.  Opioids are ligands that bind ...",,Novel Ligands with Affinity for Opioid Receptors,['https://arxiv.org/abs/1803.044']
80,S17-505_data-driven-urban-energy,240695,Stanford researchers have developed a Data-driven Urban Energy Benchmarking  (DUE-B) methodology that uses readily available building energy consumption data to help municipalities design and develop ...,,Data-Driven Urban Energy Benchmarking of Buildings,"['https://doi.org/10.1016/j.enbuild.2017.12.0', 'https://doi.org/10.1016/j.enbuild.2017.12.0']"
81,S17-337_compounds-that-inhibit-chromatin,240686,"Disease indication  - Cancer, specifically: -highly mutated cancers, including the ~20% of cancer with BAF complex mutations -combination therapy with ATR inhibitors   Drug format  - ...",,Compounds that inhibit chromatin remodeling for cancer combination therapy,[]
82,S17-337A_hiv-latency-reversal-agents-that,240685,"Disease indication  - HIV infection, specifically reversal of viral latency alone or in combination with other latency reversal agents to improve reservoir targeting.   Drug format ...",Chromatin; ,HIV Latency Reversal Agents that target Chromatin remodeler-driven repressive HIV promoter structure,['https://www.cell.com/cell-chemical-biology/abstract/S2451-9456(18)30270']
83,S10-111_central-energy-plant-optimization,240683,"Stanford engineers have developed a program that serves as a powerful tool for optimizing economic planning, design and operation of heating and cooling plants.  This ...",,Central Energy Plant Optimization Program,[]
84,S14-208_targeting-ion-channels-as-therapy,240680,"Drs. M. Peter Marinkovich, Atul Butte, Mazen Nasrallah and Mårten Winge have developed methods of using ion channel modulators, including Benzamil, to treat melanoma.  Melanoma ...",,Targeting Ion Channels as Therapy for Melanoma,['https://patentscope.wipo.int/search/en/detail.jsf?docId=WO20160255']
85,S17-206_single-chain-il-2-antibody-fusions,240679,Researchers at Stanford and their colleagues have engineered single agent fusions of the interleukin-2 (IL-2) cytokine and JES6-1 anti-cytokine antibody to selectively stimulate expansion of ...,Regulatory T cell; ,Single-Chain IL-2/Antibody Fusions that selectively activate regulatory T cells,"['https://doi.org/10.4049/jimmunol.18005', 'https://doi.org/10.4049/jimmunol.18005']"
86,S18-093_efficient-scalable-training-of,240678,"Engineers in Prof. Shanhui Fan’s laboratory have developed an efficient, scalable,  in-situ  method to train, configure and tune complex photonic circuits for artificial intelligence and ...",Artificial neural network; ,"Efficient, Scalable Training of Artificial Neural Networks Directly on Optical Devices",['https://dx.doi.org/10.1364/OPTICA.5.0008']
87,S18-129_stretchable-tunable-conducting,240677,"Engineers in Prof. Zhenan Bao’s lab have developed highly conductive, stretchable composite hydrogel materials that can be used as soft electrodes that match the mechanical ...",Conductive polymer; Gel; Tissue engineering; ,"Stretchable, tunable conducting polymer hydrogels for implantable devices and tissue engineering",['https://doi.org/10.1038/s41467-018-05222']
88,S18-134_device-and-method-to-maintain,240676,Stanford researchers have developed a new system and method to personalize therapy for disease and maintenance of health.  This invention defines digital phenotypes for a ...,,Device and Method to Maintain Health Using Personal Digital Phenotypes,[]
89,S17-203_twisted-string-robotic-finger-for,240668,"Stanford researchers have designed an inexpensive, automated approach to manufacture prosthetic hands based on a sheathed twisted-string actuator (STSA) and the growing assembly method inspired ...",,Twisted-String Robotic Finger for Self-Contained Prosthetic Hands,[]
90,S16-209_robust-automated-machine-learning,240659,"Researchers in Prof. John Dabiri’s laboratory have developed a broadly-applicable, robust clustering algorithm to identify underlying patterns in large, complex dataset without any  a priori ...",Machine learning; Algorithm; ,"Robust, automated machine learning algorithm for unsupervised clustering of complex data","['https://static1.squarespace.com/static/55885cf4e4b04e6344662d6a/t/58517a168419c26f3580818f/1481734683041/ScDa_JFM17.p', 'https://aip.scitation.org/doi/10.1063/1.49938', 'http://arxiv.org/abs/1807.044']"
91,S18-164_visual-rhythm-and-beat-automatic,240658,This invention is an automated method for synchronizing “visual beats” to motion or dance. Visual beats are patterns of motion that can be shifted in ...,,Visual Rhythm and Beat: Automatic Synchronization of visual beats to motion or dance,"['https://doi.org/10.1145/3197517.32013', 'https://doi.org/10.1145/3197517.32013']"
92,S18-358_contrast-agent-imaging-with,240657,Stanford researchers have developed a method that can leverage state-of-the-art techniques that are not clinically feasible to train a neural network to distinguish contrast agents ...,,Contrast agent imaging with ultrasound using artificial intelligence,[]
93,S17-514_decoding-intended-speech-from,240649,Researchers at Stanford University’s Neural Prosthetic Translational Laboratory have developed a brain-machine interface (BMI) that accurately converts neural activity related to speech into what the ...,,Decoding intended speech from neural activity recorded from inside the brain,['http://web.stanford.edu~shenoy/GroupPublications/StaviskyEtAlIEEEEMBC2018.p']
94,S18-012_inverse-design-software-for,240648,"Summary of invention:    This software suite called  Spins , automates the design of arbitrary nanophotonic devices by leveraging gradient-based optimization techniques that can explore a ...",,Inverse design software for nanophotonic structures - Spins,"['https://arxiv.org/abs/1808.076', 'https://doi.org/10.1364/OE.26.00402', 'https://arxiv.org/abs/1709.0880', 'http://dx.doi.org/10.1038/s41598-017-01939-', 'https://www.laserfocusworld.com/articles/print/volume-52/issue-03/features/silicon-photonics-design-approach-to-integrated-photonics-explores-entire-space-of-fabricable-devices.htm', 'http://web.stanford.edu/group/nqp/jv_files/papers/inverse_design_wdm.pd', 'http://web.stanford.edu/group/nqp/jv_files/papers/piggotta_WDMgrating_sr2014.pd', 'http://web.stanford.edu/group/nqp/jv_files/papers/jesse-inverse3D.pd']"
95,S18-019_fully-automated-design-of-grating,240647,Stanford researchers at the Vuckovic Lab have developed a software package for automatically designing grating couplers. A gradient-based optimization approach enables computationally efficient way to ...,,Fully-automated design of grating couplers,"['https://arxiv.org/abs/1808.076', 'https://doi.org/10.1364/OE.26.00402']"
96,S18-225_nir-ii-light-sheet-microscopy,240646,"Researchers at Stanford have developed NIR-II light sheet microscopy (LSM) to enable non-invasive,  in vivo , volumetric imaging through scattering tissues.  LSM is a powerful ...",,NIR-II Light Sheet Microscopy through Scattering Tissues,[]
97,S18-271_non-rigid-image-registration-for,240645,Stanford researchers at the Chu Lab have demonstrated a general and robust framework to implement speckle reduction by spatial compounding (or angle compounding) and frequency ...,,Non-rigid Image Registration for Ultrasound Speckle Reduction,[]
98,S17-280_speckle-suppression-in-ultrasound,240635,"Stanford researchers at the Steven Chu Lab have developed a method and apparatus to optimize speckle suppression in ultrasound imaging, usable for diagnostic purposes.  This ...",Medical ultrasonography; ,Speckle suppression in ultrasound imaging by spectral compounding,['https://ieeexplore.ieee.org/document/841222']
99,S18-125_multiplicative-speckle-reduction-in,240634,Stanford researchers at Prof. Steven Chu’s Lab have presented a combined frequency and angle compounding method that achieves a multiplicative speckle reduction as compared to ...,Medical ultrasonography; ,Multiplicative speckle reduction in ultrasound imaging by combined frequency and angle compounding,[]
100,S17-486_breast-cancer-detection-using-an,240628,"Mammography is the current first-line imaging technique for early breast cancer detection, however, its diagnostic accuracy is limited in women with dense breast tissue. Ultrasound ...",,Breast Cancer Detection using an engineered B7-H3 affibody ligand,[]
101,S11-403_high-performance-gas-sensor-for,240610,"Researchers in Prof. Ronald K. Hanson’s laboratory have developed a non-intrusive gas sensor designed for high performance temperature and species concentration measurements in high pressure, ...",Gas detector; Concentration; Spectroscopy; Plasma processing; Plasma (physics); Wavelength; Modulation; Laser absorption spectrometry; Optics; ,High performance gas sensor for gasification and other harsh environments,['http://link.springer.com/article/10.1007%2Fs00340-012-5286']
102,S14-050_eye-surgery-platform-for-fast,240598,This cost saving surgical platform improves surgical set up time and efficiency during ophthalmic surgical procedures.    Eye surgeries generally require extensive draping the patient with ...,,Eye Surgery Platform for Fast Patient Preparation,['http://www.google.com/patents/WO2014164691A1?cl=']
103,S17-516_rapid-acting-personalized-and,240597,"Stanford researchers have developed a highly effective and rapid-acting robust repetitive transcranial magnetic stimulation (TMS) approach to modulating neural networks (SAINT®). So far, by targeting ...",Transcranial magnetic stimulation; ,Rapid-Acting Personalized and Targeted Neuromodulation Approach,[]
104,S18-270_wnt-agonist-and-antagonists-for,240596,"Researchers at Stanford and their colleagues have developed easily expressed Wnt agonist and antagonists.  Wnts are central mediators of development as they influence cell proliferation, ...",Wnt signaling pathway; Agonist; Cell growth; Cell culture; ,Wnt agonist and antagonists for organoid cultures,[]
105,S17-421_generalized-multi-channel-mri,240589,Multi-channel coil receivers for magnetic resonance imaging (MRI) accelerate the scan for fast imaging. Acceleration is typically achieved by subsampling the data acquisition and leveraging ...,Magnetic resonance imaging; Data acquisition; Artificial neural network; ,Generalized Multi-Channel MRI Reconstruction using Deep Neural Networks,[]
106,S18-227_microfluidic-guillotine-for,240588,Running chemotherapeutic drug screens on tumor biopsies ex vivo has the potential to increase patient survival by personally matching them to the drug which is ...,Chemotherapy; Adhesion; Microfluidics; Spheroid; Extracellular matrix; Wound healing; ,Microfluidic guillotine for splitting cellular structures,"['http://www.pnas.org/content/114/28/7283.lo', 'http://science.sciencemag.org/content/early/2018/05/30/science.aat02']"
107,S11-186_method-for-obtaining-a-sequence-and,240570,"Stanford researchers have developed a method that obtains a sequence, such as a consensus sequence or a haplotype sequence, and allows for accurate reconstruction of ...",DNA; Consensus sequence; Haplotype; Nucleic acid; Amplicon; Fosmid; Bacterial artificial chromosome; Genome project; Metagenomics; ,Method for Obtaining a Sequence and Allowing Assembly of Long DNA Molecules,[]
108,S13-154_scanning-microscope-with-very-large,240568,Researchers in Prof. Mark Schnitzer’s laboratory have developed a two-photon scanning microscope for imaging neural activity in a 2x2mm field of view while maintaining a ...,Scanning probe microscopy; Laser; Neuron; In vivo; Wavelength; Crosstalk (electronics); Confocal laser scanning microscopy; ,Scanning microscope with very large field of view,['https://www.google.com/patents/US20150053870?dq=20150053870&hl=en&sa=X&ved=0ahUKEwighfu6udzKAhWJSiYKHd74Ao8Q6AEIHD']
109,S13-155_robotic-microscopy-system-for,240567,Researchers in Prof. Mark Schnitzer’s laboratory have developed a robotic optical microscopy system which enables users to simultaneously view and record separate areas of a ...,Neuron; Robotic surgery; ,Robotic microscopy system for simultaneously imaging multiple areas of a sample,['https://www.google.com/patents/US20150057550?dq=20150057550&hl=en&sa=X&ved=0ahUKEwiEuqHBu9zKAhWJbSYKHUs2BksQ6AEIHD']
110,S18-073_maximizing-data-capacity-in,240566,Engineers in Prof. Joseph Kahn’s laboratory have developed a robust optimization method to maximize data rates in submarine optical communication systems using existing infrastructure (current ...,Robust optimization; Optical amplifier; Amplifier; Multi-user MIMO; Kerr effect; Optical communication; Multiplexing; Mathematical optimization; Global optimization; Preprint; ,Maximizing data capacity in submarine or other power-limited optical communication systems,['https://arxiv.org/abs/1803.079']
111,S18-177_3d-multi-stack-multi-finger,240565,Stanford researchers at the Saraswat Lab have proposed a new technique for fabricating a pure Germanium Gate All Around (Ge GAA) device in a 3-D ...,Germanium; CMOS; Photolithography; Nanowire; Biosensor; MOSFET; Ultraviolet; ,3D multi-stack multi-finger Germanium Gate All Around (Ge GAA) device architecture,[]
112,S17-284_inhibitors-of-base-excision-repair,240564,Researchers at Stanford have developed small molecule inhibitors of the DNA repair enzyme -oxoguanine DNA glycosylase (OGG1).  DNA damage can be detrimental to cells as ...,Oxoguanine glycosylase; DNA repair; DNA glycosylase; DNA; Genotoxicity; Carcinogenesis; 8-Oxoguanine; Adenine; DNA replication; Mutagen; Inflammation; ,Inhibitors of Base Excision Repair Activity by Enzyme OGG1,[]
113,S16-456_universal-metabolomics-analysis-of,240432,Researchers at Stanford have developed a simplified LC-MS/MS metabolomics analysis method that requires only a single injection to analyze both polar and non-polar molecules with ...,Metabolomics; Mass spectrometry; Elution; ,Universal metabolomics analysis of biological samples by LC-MS/MS,[]
114,S16-030_accommodation-invariant,240427,"Stanford inventors have developed a new approach to tackling the vergence-accommodation conflict, which is a common contributor to discomfort associated with virtual reality setups.  As ...",Virtual reality; Vergence; Visual system; Augmented reality; ,Accommodation-invariant Computational Near-eye Displays,[]
115,S17-285_a-clinical-test-for-early-diagnosis,240426,Stanford inventors have developed an early stage screening method to diagnose abdominal aortic aneurysms (AAA).  AAA is a common cardiovascular disease with high prevalence in ...,Abdominal aortic aneurysm; Cardiovascular disease; Machine learning; Blind experiment; Mutation; ,A clinical test for early diagnosis of abdominal aortic aneurysm,[]
116,S18-147_ultra-bright-lanthanide-doped,240413,"Stanford researchers have developed a lanthanide-doped upconverting nanoparticle (UCNP) that emits very photostable and non-blinking light, and is bright enough to delineate tumor boundaries to ...",Video scaler; Nanoparticle; Dye; Quantum dot; Irradiance; Scanning electron microscope; Photobleaching; ,Ultra Bright Lanthanide-Doped Nanoparticles for Luminescence Imaging,"['https://www.nature.com/articles/s41566-018-0217', 'https://scopeblog.stanford.edu/2018/08/07/a-nanoparticle-opens-new-windows-into-neuroscience-and-biolog']"
117,S18-102_starmap-a-method-for-3d-intact,240406,"Researchers at Stanford have developed an  in situ , sequencing technology that enables spatially resolved, highly multiplexed gene expression analysis in intact biological tissues.  Biological ...",Nucleic acid; Multiplex (assay); Gene expression; Tissue (biology); Amplicon; Neocortex; Signal-to-noise ratio; ,"STARmap- a method for 3D, intact-tissue, <i>in situ</i> sequencing of nucleic acids",[]
118,S17-502_rematch-data-driven-software-for,240396,"A team of Stanford researchers has developed ReMatch, an efficient, data-driven DER (distributed energy resources) planning and decision support framework that accounts for a range ...",Distributed generation; Consumer behaviour; Algorithm; Smart grid; Smart meter; Cost of electricity by source; Energy market; ,ReMatch: data-driven software for planning distributed energy resources infrastructure,['https://www.nature.com/articles/nenergy20171']
119,S17-342_high-efficiency-electrocatalysis,240392,"An interdisciplinary team of Stanford researchers have developed a low-cost, highly efficient system for performing a wide range of electrocatalytic reactions. This technology is designed ...",Electrocatalyst; Lung; Catalysis; Fuel cell; Water splitting; Polyethylene; Oxygen; Oxygen evolution; Reversible hydrogen electrode; Farad; Electric current; Electrode; Overpotential; Redox; Hydrogen; Microbial metabolism; Nitrogen; Carbon dioxide; Hydrolysis; Gas separation; Nucleation; Diffusion; Electrolyte; Roll-to-roll processing; ,High efficiency electrocatalysis with lung-inspired architecture,['https://www.nature.com/articles/s41929-018-0108']
120,S17-368_engineered-botulism-toxin-with,240391,"KRAS is a member of the RAS GTPase superfamily and a key driver of human lung, colon, and pancreatic cancers. These cancers often have a ...",Botulism; SNAP23; KRAS; Ras subfamily; GTPase; Prognosis; Cell membrane; Endocytosis; Vesicle (biology and chemistry); ,Engineered botulism toxin with SNAP23 cleaving activity for treatment of Ras-driven cancer,[]
121,S18-060_statistical-system-to-quantify,240372,Researchers in Prof. Julia Salzman’s laboratory have developed an efficient statistically driven tool to improve the accuracy of biomolecules in samples that have a wide ...,Biomolecule; Nucleic acid; Dynamic range; Simple random sample; Probability distribution; Barcode; Sampling (statistics); Oligonucleotide; DNA sequencing; Aptamer; ,Statistical system to quantify biomolecular samples,[]
122,S17-433_haptic-device-to-simulate-a,240367,Researchers in the Collaborative Haptics and Robotics in Medicine Lab at Stanford University have developed a haptic device that simulates a stroking sensation.   Prior work ...,Haptic technology; Actuator; Augmented reality; Virtual reality; ,Haptic Device to Simulate a Stroking Sensation,['https://ieeexplore.ieee.org/document/835714']
123,S14-016_fast-sensitive-bioassays-with,240364,Researchers in Prof. Juan Santiago’s laboratory have developed a technique to rapidly preconcentrate and capture biological targets with high specificity and efficiency.  The process can ...,Bioassay; Microfluidics; Affinity chromatography; Isotachophoresis; Assay; Protein; Nucleic acid; Single-nucleotide polymorphism; Biomarker; Chromatography; DNA; Nucleic acid thermodynamics; Dynamic range; Nucleic acid test; Chemical kinetics; Reagent; ,"Fast, sensitive bioassays with microfluidics preconcentration of samples","['http://pubs.acs.org/doi/pdf/10.1021/ac50110', 'http://pubs.acs.org/doi/pdf/10.1021/ac50110', 'http://dx.doi.org/10.1039/C4LC0037']"
124,S06-278_dynamic-charge-pump-amplifier,240252,"This amplifier uses a mosfet for sampling and a source follower configuration for amplification.  By using purely dynamic operation, gain amplification is achieved with low ...",MOSFET; Common drain; Analog-to-digital converter; ,Dynamic Charge Pump Amplifier,[]
125,S14-273_cystic-fibrosis-diagnosis-and-drug,240079,"Researchers in Prof. Carlos Milla’s laboratory have identified a convenient, reliable, non-invasive saliva biomarker that could be used to identify patients with cystic fibrosis and ...",Cystic fibrosis; Raman spectroscopy; Biomarker; Saliva; Colorimetry; Cystic fibrosis transmembrane conductance regulator; Fingerprint; Ivacaftor; Chloride; Clinical trial; Hypothiocyanite; Thiocyanate; Suprachiasmatic nucleus; Symptom; Mutation; ,Cystic fibrosis diagnosis and drug monitoring with raman spectroscopy biomarker,[]
126,S17-115_small-molecule-treatment-for-g6pd,240076,"*If interested in this opportunity, please inquire by September 17, 2018.*     Disease indication  - G6PD (glucose-6-phosphate-dehydrogenase) deficiency, which can lead to hemolytic anemia, neonatal jaundice, ...",Glucose-6-phosphate dehydrogenase deficiency; Hemolysis; Oxidative stress; Glucose; Jaundice; Bilirubin; Encephalopathy; Kernicterus; Lead compound; Edema; Zebrafish; Red blood cell; Chloroquine; Embryo; Reactive oxygen species; Genetic disorder; Point mutation; Mutation; Allosteric regulation; Chaperone (protein); Agonist; ,Small molecule treatment for G6PD deficiency to prevent hemolytic anemia and oxidative stress diseases,[]
127,S17-462_light-driven-fuel-cell-with,240075,"Stanford researchers have designed and implemented a new type of unassisted photoelectrochemical (PEC) system that uses light, water and oxygen to simultaneously produce electricity and ...",Hydrogen peroxide; Photoanode; Deuterium; Fuel cell; Electrode; Carbon; Water splitting; Incandescent light bulb; Electrolyte; Anthraquinone process; ,Light-driven Fuel Cell with Simultaneous Production of Hydrogen Peroxide (H<sub>2</sub>O<sub>2</sub>) and Electricity,['https://onlinelibrary.wiley.com/doi/abs/10.1002/aenm.2018011']
128,S17-380_end-to-end-semantic-segmentation-of,239890,Stanford inventors have developed a deep learning framework that is able to label individual points from 3D Point Clouds that are acquired by various sensors ...,Interpolation; Virtual reality; ,"End-to-end Semantic Segmentation of 3D Point Clouds by Convolutional Neural Networks, Trilinear interpolation, and Conditional Random Fields",[]
129,S17-425_a-process-for-identifying-products,239889,Stanford researchers have developed a process to simultaneously determine the true qualities of products based on ratings as well as the biases of individuals who ...,,A Process for Identifying Products; True Qualities and Raters; Biases and Accuracies,[]
130,S17-392_improved-mri-reconstruction-using,239883,"Stanford researchers have developed  novel methods to achieve more efficient, accurate and generalizable reconstruction from under-sampled MRI. Specifically, a deep learning method using generative adversarial ...",Magnetic resonance imaging; Iterative reconstruction; Peak signal-to-noise ratio; Structural similarity; Compressed sensing; Measurement uncertainty; ,"Improved MRI reconstruction using deep learning, generative adversarial network and acquisition signal model",['https://arxiv.org/abs/1706.000']
131,S17-511_massive-expansion-of-human-stem,239861,Stanford researchers have discovered an agent and a method to expand the number of human pluripotent stem cell-derived cardiomyocytes for use in cell therapy and ...,Cardiac muscle; Stem cell; Phenotype; Ventricular assist device; Transgene; Lipid; Cell cycle; ,Massive expansion of human stem cell-derived cardiomyocytes by stage-specific signaling pathway stimulation,[]
132,S17-460_ultrasound-speckle-reduction-and,239753,Stanford researchers at the Dahl Lab have developed a method to reduce artifacts in ultrasound image reconstruction using a trained convolutional neural network (CNN). The ...,Artificial neural network; Beamforming; Radio frequency; Medical ultrasonography; Machine learning; ,Ultrasound speckle reduction and image reconstruction using deep learning techniques,[]
133,S17-145_high-performance-stable-stretchable,239751,"Engineers in Prof. Yi Cui’s laboratory have developed a stretchable, stable, high energy density anode to be used in lithium ion batteries that power stretchable ...",Anode; Lithium-ion battery; Energy density; Wearable computer; Copper; Electrode; Electronic skin; Microfluidics; Smartphone; Standard hydrogen electrode; Electron; Jun Chen; ,"High-performance, stable, stretchable lithium metal anode for flexible lithium ion batteries",['https://www.sciencedirect.com/science/article/pii/S25424351183023']
134,S12-039_screening-for-compounds-to-treat,239749,Researchers in Prof. Brian Feldman’s laboratory have developed a patented drug screen to identify compounds that could potentially treat obesity and metabolic disease by converting ...,Obesity; Brown adipose tissue; Brian Feldman; Nuclear receptor; Calcitriol receptor; Precursor cell; Fibroblast; Thermogenics; Metabolism; Insulin resistance; Adipose tissue; Functional testing; Assay; Enzyme inhibitor; Metabolic syndrome; Vitamin D; Fatty acid; Endocrinology; Thermogenin; ,Screening for compounds to treat obesity and metabolic disease by generating brown fat,"['https://doi.org/10.1210/en.2015-16', 'https://med.stanford.edu/news/all-news/2013/08/researchers-discover-switch-for-controlling-fat-cells.ht', 'https://doi.org/10.1210/me.2013-10']"
135,S17-113_grabity-a-virtual-reality,239748,"Stanford researchers have built a virtual reality, haptic device called ‘Grabity’ that  simulates weight, stiffness, and torque. Grabity uses two linear resonant actuators (LRA) attached ...",Virtual reality; Haptic technology; Stiffness; Torque; Actuator; Buoyancy; Augmented reality; ,Grabity: A Virtual Reality Controller that Simulates Weight and Stiffness,['https://dl.acm.org/citation.cfm?id=31265']
136,S14-203_colm-a-microscope-for-rapid-high,239746,"Dr. Karl Deisseroth and Dr. Raju Tomer have developed a CLARITY optimized light-sheet microscope (COLM) for rapid, high-resolution imaging of large intact tissue samples.  CLARITY, ...",,"COLM: a microscope for rapid, high resolution imaging of large intact tissue",['http://dx.doi.org/doi:10.1038/nprot.2014.1']
137,S15-366_sped-microscopy-high-speed-cellular,239745,"Dr. Raju Tomer and Prof. Karl Deisseroth have developed “SPED” (Spherical-aberration-assisted Extended Depth-of-field) light sheet microscopy that combines a large volumetric field-of-view, via extended detection ...",Particle image velocimetry; Depth of field; Optical sectioning; Volume rendering; Functional magnetic resonance imaging; Zebrafish; Point spread function; Spinal cord; Image segmentation; ,"SPED microscopy - high-speed, cellular-resolution volumetric imaging","['http://dx.doi.org/10.1016/j.cell.2015.11.0', 'https://patents.google.com/patent/WO2017075275A1/en?oq=WO20170752']"
138,S17-364_mri-acquisition-trajectory,239741,"Researchers at Stanford developed a method to improve both the efficiency and the performance of MRI optimal trajectory design. Given a reference k-space information, the ...",Magnetic resonance imaging; Stochastic optimization; Undersampling; Trajectory optimization; Mathematical optimization; ,"MRI Acquisition Trajectory Optimization based on prior knowledge of image content, sensitivity and k-space statistics",[]
139,S17-431_machine-learning-and-molecular,239740,Stanford researchers have developed a machine-learning driven software that addresses a key problem in lead identification and lead optimization: how to render protein motion a ...,Machine learning; Chemotype; Drug discovery; Molecular dynamics; Free energy perturbation; ,Machine Learning and Molecular Simulation: Methods for Exploiting Protein Motion to Enhance Binding and Activity Prediction,[]
